Customer ID,Recency,Frequency,Monetary,DistinctProducts,Country,HighValue
13829,421,1,102.0,1,United Kingdom,0
13830,582,1,156.85000000000002,11,United Kingdom,0
13831,16,18,7023.58,121,United Kingdom,1
13832,19,2,613.6899999999999,54,United Kingdom,0
13833,159,2,701.36,43,United Kingdom,0
13834,577,2,324.19,15,United Kingdom,0
13835,25,7,1095.27,60,United Kingdom,0
13836,399,2,620.37,29,United Kingdom,0
13837,212,2,271.24,17,United Kingdom,0
13838,6,10,1966.09,328,United Kingdom,0
13839,486,1,139.95000000000002,7,United Kingdom,0
13840,416,1,651.4,40,United Kingdom,0
13841,253,1,85.0,1,United Kingdom,0
13842,59,18,5629.91,214,United Kingdom,1
13843,381,1,319.75,18,United Kingdom,0
13844,11,1,361.62,20,United Kingdom,0
13845,65,1,312.98,9,United Kingdom,0
13846,25,4,1307.79,81,United Kingdom,0
13847,720,1,310.72,19,United Kingdom,0
13848,92,8,3335.0,3,United Kingdom,1
13849,52,5,3469.3,189,United Kingdom,1
13850,129,1,1595.48,93,United Kingdom,0
13851,96,8,4606.46,111,United Kingdom,1
13852,611,1,187.35000000000002,11,United Kingdom,0
13853,57,1,1090.14,23,United Kingdom,0
13854,9,39,12253.96,61,United Kingdom,1
13855,501,4,1310.3400000000001,64,United Kingdom,0
13856,169,11,1142.03,33,United Kingdom,0
13857,393,6,1001.01,99,United Kingdom,0
13858,57,1,216.17,11,United Kingdom,0
13859,326,2,515.86,34,United Kingdom,0
13860,1,5,1245.9,58,United Kingdom,0
13861,429,2,273.26,21,United Kingdom,0
13862,18,9,2556.09,113,United Kingdom,1
13863,248,4,1239.55,59,United Kingdom,0
13864,387,1,662.4000000000001,1,United Kingdom,0
13865,58,4,501.56,26,United Kingdom,0
13866,74,1,145.67000000000002,7,United Kingdom,0
13867,31,3,1015.29,51,United Kingdom,0
13868,7,2,3192.54,32,United Kingdom,1
13869,123,10,8111.57,502,United Kingdom,1
13870,2,15,5712.08,159,United Kingdom,1
13871,23,17,7885.85,183,United Kingdom,1
13872,527,3,919.57,51,United Kingdom,0
13873,120,8,1038.92,55,United Kingdom,0
13874,358,7,2049.15,46,United Kingdom,0
13875,54,14,4814.37,159,United Kingdom,1
13876,64,1,122.7,7,United Kingdom,0
13877,86,3,449.68,23,United Kingdom,0
13878,55,4,2473.06,93,United Kingdom,1
13879,646,1,395.5,25,United Kingdom,0
13880,21,17,4391.66,148,United Kingdom,1
13881,4,43,45179.1,182,United Kingdom,1
13882,3,5,1191.13,54,United Kingdom,0
13883,11,15,6560.02,200,United Kingdom,1
13884,7,10,1888.48,108,United Kingdom,0
13885,189,2,506.8,28,United Kingdom,0
13886,71,1,243.56,16,United Kingdom,0
13887,204,1,349.55,19,United Kingdom,0
13888,120,7,2169.05,124,United Kingdom,0
13889,93,6,1991.23,57,United Kingdom,0
13890,1,14,2927.38,100,United Kingdom,1
13891,378,3,863.5600000000001,97,United Kingdom,0
13892,27,6,1267.6499999999999,33,United Kingdom,0
13893,298,1,821.1,21,United Kingdom,0
13894,24,3,564.62,25,United Kingdom,0
13895,28,6,4008.52,154,United Kingdom,1
13896,626,1,388.55,21,United Kingdom,0
13897,50,3,1160.72,58,United Kingdom,0
13898,326,2,686.4,43,United Kingdom,0
13899,16,2,388.52,19,United Kingdom,0
13900,183,6,1610.59,80,United Kingdom,0
13901,72,15,5676.34,280,United Kingdom,1
13902,632,5,34095.26,58,Denmark,1
13903,400,1,165.45000000000002,10,United Kingdom,0
13904,37,2,332.64,24,United Kingdom,0
13905,733,1,312.65,12,United Kingdom,0
13906,409,1,42.0,1,United Kingdom,0
13907,692,1,136.8,4,United Kingdom,0
13908,80,4,2369.55,104,United Kingdom,1
13909,423,2,286.6,35,United Kingdom,0
13911,57,20,4234.99,178,United Kingdom,1
13912,424,1,124.95,7,United Kingdom,0
13913,507,1,42.22,3,United Kingdom,0
13914,12,2,626.45,28,United Kingdom,0
13915,394,1,70.80000000000001,2,United Kingdom,0
13916,464,4,1275.81,72,United Kingdom,0
13917,50,2,272.04,16,United Kingdom,0
13918,50,2,1212.8400000000001,30,United Kingdom,0
13919,59,4,1360.68,65,Denmark,0
13920,432,4,1774.68,81,United Kingdom,0
13921,402,4,730.7,36,United Kingdom,0
13922,352,3,865.2,30,United Kingdom,0
13923,54,1,351.13,20,United Kingdom,0
13924,2,6,1838.8500000000001,90,United Kingdom,0
13925,93,4,678.25,28,United Kingdom,0
13926,23,1,223.85000000000002,11,United Kingdom,0
13927,75,2,708.26,37,United Kingdom,0
13928,11,4,464.57,23,United Kingdom,0
13929,169,11,3494.1,38,United Kingdom,1
13930,58,2,337.34,15,United Kingdom,0
13931,96,11,5257.38,205,United Kingdom,1
13932,295,1,307.4,16,United Kingdom,0
13933,109,2,608.7900000000001,23,United Kingdom,0
13934,264,1,922.1,31,United Kingdom,0
13935,597,3,6116.92,67,United Kingdom,1
13936,180,3,939.66,56,United Kingdom,0
13937,169,2,880.13,54,United Kingdom,0
13938,35,1,71.66,7,United Kingdom,0
13939,23,7,1560.96,91,United Kingdom,0
13940,17,4,839.14,39,United Kingdom,0
13941,22,15,11122.300000000001,42,United Kingdom,1
13942,535,1,320.0,1,United Kingdom,0
13943,578,1,246.54,15,United Kingdom,0
13944,653,1,200.43,35,United Kingdom,0
13945,395,2,854.15,49,United Kingdom,0
13946,79,6,1876.23,49,United Kingdom,0
13947,65,1,90.6,5,United Kingdom,0
13948,361,4,548.76,23,United Kingdom,0
13949,3,6,2427.32,124,United Kingdom,1
13950,11,4,745.06,33,United Kingdom,0
13951,176,3,674.45,38,United Kingdom,0
13952,218,14,12823.521,238,United Kingdom,1
13953,7,12,6640.68,8,United Kingdom,1
13954,2,2,439.92,24,United Kingdom,0
13955,154,3,545.17,82,United Kingdom,0
13956,5,5,1026.42,123,United Kingdom,0
13957,418,3,458.25,21,United Kingdom,0
13958,380,8,4709.2300000000005,172,United Kingdom,1
13959,79,6,1076.18,120,United Kingdom,0
13960,21,2,230.22,11,United Kingdom,0
13961,392,1,538.4,19,United Kingdom,0
13962,22,3,362.8,23,United Kingdom,0
13963,308,17,3011.87,129,United Kingdom,1
13964,387,2,438.9,22,United Kingdom,0
13965,477,3,996.61,23,United Kingdom,0
13966,435,1,390.86,21,United Kingdom,0
13967,146,2,166.3,4,United Kingdom,0
13968,423,1,123.66,8,United Kingdom,0
13969,7,35,13365.87,472,United Kingdom,1
13970,386,2,846.55,10,United Kingdom,0
13971,19,14,4667.57,184,United Kingdom,1
13972,71,2,190.25,15,United Kingdom,0
13973,287,1,264.7,11,United Kingdom,0
13974,49,2,677.72,43,United Kingdom,0
13975,31,12,5358.84,434,United Kingdom,1
13976,207,4,1192.36,49,United Kingdom,0
13977,411,1,519.8100000000001,13,United Kingdom,0
13978,15,2,196.79000000000002,14,United Kingdom,0
13979,73,7,3416.23,356,United Kingdom,1
13980,60,5,799.92,57,United Kingdom,0
13981,416,1,331.14,22,United Kingdom,0
13982,39,9,4445.59,123,United Kingdom,1
13983,30,21,7108.45,238,United Kingdom,1
13984,27,12,2048.6,53,United Kingdom,0
13985,4,22,10020.86,149,United Kingdom,1
13986,17,1,320.46,12,United Kingdom,0
13987,380,2,682.54,46,United Kingdom,0
13988,20,8,4757.8,218,United Kingdom,1
13989,66,5,2026.06,61,United Kingdom,0
13990,213,1,311.3,16,United Kingdom,0
13991,12,6,855.97,58,United Kingdom,0
13992,30,3,219.5,10,United Kingdom,0
13993,43,19,6775.71,110,United Kingdom,1
13994,4,6,2313.14,122,United Kingdom,1
13995,15,14,3902.01,146,United Kingdom,1
13996,386,2,895.76,29,United Kingdom,0
13997,519,3,382.31,36,United Kingdom,0
13998,447,3,566.7,30,United Kingdom,0
13999,10,29,9502.26,174,United Kingdom,1
14000,211,5,2046.3400000000001,28,United Kingdom,0
14001,46,9,4530.09,60,United Kingdom,1
14002,134,2,529.73,47,United Kingdom,0
14003,733,1,209.41,16,United Kingdom,0
14004,43,11,6258.45,127,United Kingdom,1
14005,10,5,2874.72,53,United Kingdom,1
14006,116,7,2196.67,55,United Kingdom,0
14007,513,1,79.48,5,United Kingdom,0
14008,432,1,509.04,32,United Kingdom,0
14009,198,3,1099.91,71,United Kingdom,0
14010,565,2,445.15,20,United Kingdom,0
14011,480,2,457.82,32,United Kingdom,0
14012,278,1,328.8,11,United Kingdom,0
14013,110,5,1084.57,56,United Kingdom,0
14014,77,3,1948.21,76,United Kingdom,0
14015,53,1,917.34,20,United Kingdom,0
14016,162,11,11403.41,354,EIRE,1
14017,571,1,229.75,14,United Kingdom,0
14018,645,1,367.15000000000003,13,United Kingdom,0
14019,47,3,1421.61,37,United Kingdom,0
14020,17,4,1249.01,63,United Kingdom,0
14021,155,7,1716.58,84,United Kingdom,0
14022,225,2,792.15,45,United Kingdom,0
14023,7,2,584.07,30,United Kingdom,0
14024,122,3,645.74,33,United Kingdom,0
14025,465,8,4057.9,60,United Kingdom,1
14026,471,2,713.11,43,United Kingdom,0
14027,61,1,104.82,6,United Kingdom,0
14028,550,3,10396.5,3,United Kingdom,1
14029,63,2,467.66,15,United Kingdom,0
14030,18,20,8262.29,591,United Kingdom,1
14031,7,44,40999.17,280,United Kingdom,1
14032,2,16,4850.2699999999995,79,United Kingdom,1
14033,555,1,109.44,1,United Kingdom,0
14034,22,3,651.8199999999999,82,United Kingdom,0
14035,29,9,2856.72,70,United Kingdom,1
14036,285,1,626.65,38,United Kingdom,0
14037,176,6,836.95,96,United Kingdom,0
14038,78,5,3069.88,99,United Kingdom,1
14039,33,2,267.28000000000003,10,United Kingdom,0
14040,41,35,12645.57,335,United Kingdom,1
14041,266,1,141.41,21,United Kingdom,0
14042,725,1,431.98,21,United Kingdom,0
14043,491,2,304.25,37,United Kingdom,0
14044,27,10,3123.1,533,United Kingdom,1
14045,109,16,11313.029999999999,16,United Kingdom,1
14046,284,1,154.99,14,United Kingdom,0
14047,9,14,4255.03,91,United Kingdom,1
14048,305,3,748.69,126,United Kingdom,0
14049,17,13,13239.03,573,United Kingdom,1
14050,32,2,746.36,49,United Kingdom,0
14051,1,37,22434.0,82,United Kingdom,1
14052,20,2,480.81,115,United Kingdom,0
14053,124,4,572.3,3,United Kingdom,0
14054,65,1,92.46,6,United Kingdom,0
14055,106,3,1520.96,33,United Kingdom,0
14056,1,23,8214.65,320,United Kingdom,1
14057,24,22,8408.84,244,United Kingdom,1
14058,463,2,469.19,23,United Kingdom,0
14059,267,1,183.6,8,United Kingdom,0
14060,5,30,9519.08,100,United Kingdom,1
14061,507,3,917.4300000000001,17,United Kingdom,0
14062,10,24,25604.2,141,United Kingdom,1
14063,438,9,22710.2,30,United Kingdom,1
14064,29,15,3332.42,131,United Kingdom,1
14065,389,3,891.02,42,United Kingdom,0
14066,267,1,152.55,7,United Kingdom,0
14067,64,2,374.7,51,United Kingdom,0
14068,320,4,1528.3700000000001,93,United Kingdom,0
14069,515,2,230.06,37,United Kingdom,0
14070,685,1,326.55,40,United Kingdom,0
14071,4,8,1438.82,271,United Kingdom,0
14072,667,1,390.85,19,United Kingdom,0
14073,32,1,151.04,13,United Kingdom,0
14074,623,1,219.39999999999998,6,United Kingdom,0
14075,5,6,1734.87,59,United Kingdom,0
14076,129,1,122.47,43,United Kingdom,0
14077,41,6,615.0799999999999,43,United Kingdom,0
14078,102,9,1692.6299999999999,107,United Kingdom,0
14079,125,2,618.73,13,United Kingdom,0
14080,33,5,1115.68,74,United Kingdom,0
14081,302,10,5370.1,465,United Kingdom,1
14082,365,2,413.36,48,United Kingdom,0
14083,4,11,1407.26,169,United Kingdom,0
14084,512,1,150.5,7,United Kingdom,0
14085,2,33,10104.97,479,United Kingdom,1
14086,463,1,39.95,1,United Kingdom,0
14087,3,3,846.22,175,United Kingdom,0
14088,10,16,64036.8,436,United Kingdom,1
14089,57,1,161.0,13,United Kingdom,0
14090,325,1,76.32000000000001,1,United Kingdom,0
14091,654,2,9530.08,13,United Kingdom,1
14092,8,24,7229.45,169,United Kingdom,1
14093,12,1,442.85,95,United Kingdom,0
14094,440,1,335.22,41,United Kingdom,0
14095,723,1,2.95,1,United Kingdom,0
14096,4,17,65164.79,1119,United Kingdom,1
14097,481,2,422.85999999999996,39,United Kingdom,0
14098,37,1,147.35,21,United Kingdom,0
14099,16,20,5765.71,273,United Kingdom,1
14100,138,1,194.9,24,United Kingdom,0
14101,74,13,9961.93,19,United Kingdom,1
14102,5,5,1360.28,35,United Kingdom,0
14104,155,5,771.5799999999999,117,United Kingdom,0
14105,239,5,5988.83,200,United Kingdom,1
14106,737,1,214.79999999999998,1,United Kingdom,0
14107,52,11,4877.3,102,United Kingdom,1
14108,31,4,1044.96,49,United Kingdom,0
14109,73,1,144.2,9,United Kingdom,0
14110,4,33,12987.95,177,United Kingdom,1
14111,14,4,692.85,10,United Kingdom,0
14112,23,13,5834.59,199,United Kingdom,1
14113,4,16,7092.610000000001,76,United Kingdom,1
14114,274,7,1364.09,72,United Kingdom,0
14115,502,2,622.6700000000001,22,United Kingdom,0
14116,20,5,1382.74,61,United Kingdom,0
14117,144,1,90.0,3,United Kingdom,0
14118,429,1,458.45,15,United Kingdom,0
14119,376,2,183.37,11,United Kingdom,0
14121,4,4,2780.15,148,United Kingdom,1
14122,406,3,362.42,12,United Kingdom,0
14123,733,1,436.18,24,United Kingdom,0
14124,84,1,419.58000000000004,4,United Kingdom,0
14125,11,3,2740.43,159,United Kingdom,1
14126,8,4,1172.46,37,United Kingdom,0
14127,123,6,1900.0800000000002,96,United Kingdom,0
14128,61,3,924.21,50,United Kingdom,0
14129,2,9,2591.34,40,United Kingdom,1
14130,319,4,1882.67,189,United Kingdom,0
14131,649,1,187.87,45,United Kingdom,0
14132,2,11,3586.0299999999997,100,United Kingdom,1
14133,130,4,911.14,33,United Kingdom,0
14134,383,15,11123.35,130,United Kingdom,1
14135,2,24,9643.92,138,United Kingdom,1
14136,401,5,1570.81,86,United Kingdom,0
14137,696,1,332.7,11,United Kingdom,0
14138,2,2,982.3800000000001,40,United Kingdom,0
14139,46,4,1086.8,48,United Kingdom,0
14140,4,2,935.05,60,United Kingdom,0
14141,3,4,915.13,27,United Kingdom,0
14142,373,2,983.15,42,United Kingdom,0
14143,134,1,115.8,7,United Kingdom,0
14144,486,1,30.599999999999998,1,United Kingdom,0
14145,47,7,7600.05,11,United Kingdom,1
14146,9,12,9450.3,337,United Kingdom,1
14147,78,9,2590.2,24,United Kingdom,1
14148,234,2,466.29,15,United Kingdom,0
14149,221,1,446.62,28,United Kingdom,0
14150,36,2,658.64,23,United Kingdom,0
14151,673,2,679.45,44,United Kingdom,0
14152,75,7,1997.3400000000001,104,United Kingdom,0
14153,483,1,233.4,17,United Kingdom,0
14154,239,8,6460.7,236,United Kingdom,1
14155,266,1,118.75,6,United Kingdom,0
14156,10,156,313946.37,1446,EIRE,1
14157,20,5,1002.78,75,United Kingdom,0
14158,40,1,507.66,41,United Kingdom,0
14159,20,20,7938.01,706,United Kingdom,1
14160,610,7,8421.47,80,United Kingdom,1
14161,216,7,3318.88,202,United Kingdom,1
14162,174,2,289.36,25,United Kingdom,0
14163,87,5,2594.62,42,United Kingdom,1
14164,71,2,1631.77,28,United Kingdom,0
14165,276,1,122.53999999999999,23,United Kingdom,0
14166,505,2,256.85,39,United Kingdom,0
14167,39,8,1296.49,48,United Kingdom,0
14168,421,2,370.45,11,United Kingdom,0
14169,431,2,624.4300000000001,50,United Kingdom,0
14170,375,3,597.33,123,United Kingdom,0
14171,98,2,498.79,61,United Kingdom,0
14172,605,3,402.72,38,United Kingdom,0
14173,11,6,586.0,30,United Kingdom,0
14174,33,1,134.46,26,United Kingdom,0
14175,60,8,7678.88,237,United Kingdom,1
14176,297,5,916.01,33,United Kingdom,0
14177,86,13,2229.34,141,United Kingdom,0
14178,9,7,1620.93,191,United Kingdom,0
14179,41,2,719.78,135,United Kingdom,0
14180,11,33,6319.25,125,United Kingdom,1
14181,411,2,310.55,48,United Kingdom,0
14182,444,4,678.77,42,United Kingdom,0
14183,411,2,286.29,27,United Kingdom,0
14184,67,1,452.89,24,United Kingdom,0
14185,331,1,197.65,3,United Kingdom,0
14186,427,5,1550.63,75,United Kingdom,0
14187,474,1,123.5,8,United Kingdom,0
14188,31,6,2054.36,34,United Kingdom,0
14189,2,16,5814.39,199,United Kingdom,1
14190,666,1,79.9,1,United Kingdom,0
14191,2,15,4817.66,147,United Kingdom,1
14192,388,1,293.74,14,United Kingdom,0
14193,68,3,1210.19,49,United Kingdom,0
14194,5,36,18670.59,432,United Kingdom,1
14195,202,6,2615.6,10,United Kingdom,1
14196,107,1,335.52,6,United Kingdom,0
14197,411,1,390.05,20,United Kingdom,0
14198,18,9,1569.73,58,United Kingdom,0
14199,218,4,1091.7,15,United Kingdom,0
14200,617,1,379.2,21,United Kingdom,0
14201,60,10,1193.54,47,United Kingdom,0
14202,381,3,847.76,27,United Kingdom,0
14203,397,1,339.34,16,United Kingdom,0
14204,2,4,1062.96,186,United Kingdom,0
14205,17,9,2414.2,79,United Kingdom,1
14206,239,3,1185.01,62,United Kingdom,0
14207,688,1,157.8,2,United Kingdom,0
14208,95,2,567.05,34,United Kingdom,0
14209,11,15,4993.27,133,United Kingdom,1
14210,106,16,5861.52,143,United Kingdom,1
14211,53,18,4402.29,155,United Kingdom,1
14212,90,2,2190.14,18,United Kingdom,0
14213,405,1,1192.2,5,United Kingdom,0
14214,31,5,1004.38,64,United Kingdom,0
14215,12,9,3416.33,167,United Kingdom,1
14216,3,5,2150.04,65,United Kingdom,0
14217,2,23,3416.89,122,United Kingdom,1
14218,43,1,169.48000000000002,12,United Kingdom,0
14219,4,3,633.83,39,United Kingdom,0
14220,247,4,1515.0,26,United Kingdom,0
14221,42,17,6517.49,166,United Kingdom,1
14222,177,1,683.17,41,United Kingdom,0
14223,92,3,991.13,50,United Kingdom,0
14224,110,9,1897.9,189,United Kingdom,0
14225,435,4,2037.02,70,United Kingdom,0
14226,29,6,3002.53,89,United Kingdom,1
14227,26,15,6368.71,246,United Kingdom,1
14228,438,3,745.5,38,United Kingdom,0
14229,52,7,2594.04,41,United Kingdom,1
14230,436,3,979.8000000000001,27,United Kingdom,0
14231,184,4,1235.6200000000001,66,United Kingdom,0
14232,43,5,2048.07,81,United Kingdom,0
14233,49,7,2904.27,42,United Kingdom,1
14234,22,4,775.46,122,United Kingdom,0
14235,75,9,4717.99,107,United Kingdom,1
14236,81,5,1744.64,39,United Kingdom,0
14237,373,2,632.14,26,United Kingdom,0
14238,326,3,434.23,13,United Kingdom,0
14239,43,21,4263.17,97,United Kingdom,1
14240,30,3,1247.49,46,United Kingdom,0
14241,184,2,333.70000000000005,12,United Kingdom,0
14242,235,2,280.55,13,United Kingdom,0
14243,9,17,7431.05,235,United Kingdom,1
14244,661,1,366.41999999999996,16,United Kingdom,0
14245,220,2,1693.45,107,United Kingdom,0
14246,111,3,1474.06,57,United Kingdom,0
14247,278,5,772.66,82,United Kingdom,0
14248,318,3,1032.95,41,United Kingdom,0
14249,411,12,5625.461,178,United Kingdom,1
14250,7,3,1904.05,94,United Kingdom,0
14251,2,5,2879.7000000000003,37,United Kingdom,1
14252,381,1,350.99,10,United Kingdom,0
14253,493,2,363.40000000000003,11,United Kingdom,0
14254,433,1,601.03,23,United Kingdom,0
14255,546,1,1000.63,1,United Kingdom,0
14256,260,5,2473.9900000000002,100,United Kingdom,1
14257,64,9,5954.45,167,United Kingdom,1
14258,9,25,32051.34,97,United Kingdom,1
14259,142,1,120.0,5,United Kingdom,0
14260,471,3,824.28,50,United Kingdom,0
14261,51,2,1163.45,52,United Kingdom,0
14262,8,8,2618.23,87,United Kingdom,1
14263,423,1,322.93,16,United Kingdom,0
14264,155,6,1517.3600000000001,59,United Kingdom,0
14265,109,4,1373.35,74,Unspecified,0
14266,428,1,40.56,1,United Kingdom,0
14267,163,3,1516.24,25,United Kingdom,0
14268,471,1,354.85,19,United Kingdom,0
14269,439,1,295.73,16,United Kingdom,0
14270,332,1,492.65000000000003,29,United Kingdom,0
14271,226,2,219.13,38,United Kingdom,0
14272,74,4,920.81,62,United Kingdom,0
14273,51,4,559.97,22,United Kingdom,0
14274,686,1,256.6,15,United Kingdom,0
14275,396,6,1189.3799999999999,14,United Kingdom,0
14276,99,7,2102.68,75,United Kingdom,0
14277,15,9,17225.81,334,France,1
14278,410,1,205.83,13,United Kingdom,0
14279,521,2,191.86,3,United Kingdom,0
14280,197,1,134.04,8,United Kingdom,0
14281,408,1,245.15,7,United Kingdom,0
14282,3,25,7849.66,100,United Kingdom,1
14283,463,4,628.4399999999999,36,United Kingdom,0
14284,31,3,1299.65,59,United Kingdom,0
14285,21,8,3284.42,48,United Kingdom,1
14286,24,7,8479.76,270,United Kingdom,1
14287,8,3,176.63,9,United Kingdom,0
14288,213,1,426.6,16,United Kingdom,0
14289,9,6,911.26,33,United Kingdom,0
14290,11,8,4516.56,120,United Kingdom,1
14291,2,23,7904.1,241,United Kingdom,1
14292,8,16,9226.25,120,United Kingdom,1
14293,3,9,3267.9300000000003,88,United Kingdom,1
14294,407,1,375.34,23,United Kingdom,0
14295,40,5,2362.91,66,United Kingdom,1
14296,421,2,456.40000000000003,27,United Kingdom,0
14297,18,4,1305.33,48,United Kingdom,0
14298,8,82,91194.49,1370,United Kingdom,1
14299,8,27,14499.49,164,United Kingdom,1
14300,19,1,43.2,3,United Kingdom,0
14301,117,4,1992.18,37,United Kingdom,0
14302,431,3,742.9000000000001,25,United Kingdom,0
14303,407,2,277.94,21,United Kingdom,0
14304,223,3,1725.01,69,United Kingdom,0
14305,71,3,1858.96,96,United Kingdom,0
14306,51,6,3151.4,43,United Kingdom,1
14307,89,10,5071.03,205,United Kingdom,1
14308,549,2,1147.02,1,United Kingdom,0
14309,8,11,3780.81,125,United Kingdom,1
14310,433,1,492.1,22,United Kingdom,0
14311,243,2,516.45,31,United Kingdom,0
14312,47,11,3090.29,148,United Kingdom,1
14314,107,2,229.8,10,United Kingdom,0
14315,45,8,3197.82,83,United Kingdom,1
14316,422,5,1370.34,21,United Kingdom,0
14317,65,1,508.58000000000004,24,United Kingdom,0
14318,460,1,158.02,9,United Kingdom,0
14319,424,1,494.85,26,United Kingdom,0
14320,207,5,1346.75,68,United Kingdom,0
14321,11,7,2218.06,162,United Kingdom,0
14322,429,4,474.1,10,United Kingdom,0
14323,115,2,605.0600000000001,32,United Kingdom,0
14324,410,2,701.61,41,United Kingdom,0
14325,570,1,245.48000000000002,18,United Kingdom,0
14326,242,3,940.98,54,United Kingdom,0
14327,163,6,1894.93,99,United Kingdom,0
14328,438,1,445.05,1,United Kingdom,0
14329,17,15,9927.22,349,United Kingdom,1
14330,624,1,200.63,13,United Kingdom,0
14331,124,2,462.65999999999997,27,United Kingdom,0
14332,23,5,1943.51,47,United Kingdom,0
14333,68,1,415.2,15,United Kingdom,0
14334,17,12,4318.48,148,United Kingdom,1
14335,16,2,468.26,55,Germany,0
14336,17,4,1614.91,77,United Kingdom,0
14338,161,3,928.1,43,United Kingdom,0
14339,243,2,620.27,21,United Kingdom,0
14340,219,1,134.7,6,United Kingdom,0
14341,45,18,4467.32,185,United Kingdom,1
14342,21,6,918.44,27,United Kingdom,0
14343,421,4,1088.91,193,United Kingdom,0
14344,127,20,3333.7000000000003,140,United Kingdom,1
14345,39,1,108.97999999999999,6,United Kingdom,0
14346,121,5,2315.75,123,United Kingdom,1
14347,737,1,82.6,6,United Kingdom,0
14348,260,1,409.57,18,United Kingdom,0
14349,10,1,133.5,31,United Kingdom,0
14350,274,3,972.03,55,United Kingdom,0
14351,165,1,51.0,1,United Kingdom,0
14352,157,4,1078.96,44,United Kingdom,0
14353,215,3,376.5,18,United Kingdom,0
14354,6,2,163.62,9,United Kingdom,0
14355,366,3,1014.45,57,United Kingdom,0
14356,80,2,701.23,33,United Kingdom,0
14357,43,1,225.77,39,United Kingdom,0
14358,389,2,400.06,21,United Kingdom,0
14359,19,3,912.18,44,United Kingdom,0
14360,32,4,2128.23,104,United Kingdom,0
14361,579,1,214.70999999999998,14,United Kingdom,0
14362,22,1,161.2,37,United Kingdom,0
14363,402,2,227.47000000000003,8,United Kingdom,0
14364,109,8,3717.35,61,United Kingdom,1
14365,395,2,634.68,50,United Kingdom,0
14366,525,1,136.0,1,United Kingdom,0
14367,8,16,9261.52,270,United Kingdom,1
14368,320,1,155.0,8,United Kingdom,0
14369,642,2,469.13,24,United Kingdom,0
14370,451,6,1175.78,37,United Kingdom,0
14371,295,1,100.5,4,United Kingdom,0
14372,443,2,860.08,36,United Kingdom,0
14373,358,1,76.55,4,United Kingdom,0
14374,541,1,108.0,7,United Kingdom,0
14375,185,3,1132.99,176,United Kingdom,0
14376,683,1,215.46,17,United Kingdom,0
14377,191,2,617.05,11,United Kingdom,0
14378,622,1,131.25,9,United Kingdom,0
14379,44,4,1268.91,93,United Kingdom,0
14380,682,1,48.96,1,United Kingdom,0
14381,52,2,631.34,104,United Kingdom,0
14382,26,2,1246.8,227,United Kingdom,0
14383,38,3,1247.69,49,United Kingdom,0
14384,501,1,58.5,3,United Kingdom,0
14385,9,3,202.11,13,United Kingdom,0
14386,297,1,142.4,7,United Kingdom,0
14387,33,3,1770.56,125,United Kingdom,0
14388,10,16,6701.0,184,United Kingdom,1
14389,65,5,1898.01,48,United Kingdom,0
14390,10,13,6399.83,197,United Kingdom,1
14391,577,1,135.6,14,United Kingdom,0
14392,432,1,266.4,14,United Kingdom,0
14393,218,1,67.95,5,United Kingdom,0
14394,565,1,93.8,6,United Kingdom,0
14395,2,20,8208.01,320,United Kingdom,1
14396,65,7,2121.93,202,United Kingdom,0
14397,3,19,2612.96,18,United Kingdom,1
14398,401,2,707.79,50,United Kingdom,0
14399,394,8,2113.16,119,United Kingdom,0
14400,149,3,1732.47,71,United Kingdom,0
14401,4,22,6795.9,171,United Kingdom,1
14402,652,1,285.6,8,United Kingdom,0
14403,130,6,1880.51,20,United Kingdom,0
14404,34,13,2899.11,123,United Kingdom,1
14405,387,1,195.0,2,United Kingdom,0
14406,119,1,156.75,8,United Kingdom,0
14407,107,6,2157.73,67,United Kingdom,0
14408,11,11,4109.77,63,United Kingdom,1
14409,71,9,3756.09,76,United Kingdom,1
14410,92,11,2651.14,307,United Kingdom,1
14411,311,1,1063.0,14,United Kingdom,0
14412,43,3,1426.19,75,United Kingdom,0
14413,362,4,770.37,93,United Kingdom,0
14414,92,8,2399.33,99,United Kingdom,1
14415,1,23,12091.6,445,United Kingdom,1
14416,22,2,490.22,13,United Kingdom,0
14417,388,1,604.2,106,United Kingdom,0
14418,4,3,1937.25,114,United Kingdom,0
14419,11,7,1260.91,118,United Kingdom,0
14420,99,4,1639.17,85,United Kingdom,0
14421,57,6,2469.37,72,United Kingdom,1
14422,1,19,10271.52,317,United Kingdom,1
14423,218,3,916.6099999999999,12,United Kingdom,0
14424,18,1,322.08,1,United Kingdom,0
14425,435,3,661.39,35,United Kingdom,0
14426,24,17,11727.94,452,United Kingdom,1
14427,50,4,1263.52,43,United Kingdom,0
14428,7,5,1244.83,108,United Kingdom,0
14429,404,1,516.28,22,United Kingdom,0
14430,512,3,1220.9,29,United Kingdom,0
14431,303,4,2614.2,72,United Kingdom,1
14432,10,6,2255.51,256,United Kingdom,0
14433,466,1,289.6,72,United Kingdom,0
14434,22,6,1372.8,3,United Kingdom,0
14435,502,1,90.42,3,United Kingdom,0
14436,99,2,271.70000000000005,11,United Kingdom,0
14437,366,5,958.84,34,United Kingdom,0
14438,306,1,131.9,9,United Kingdom,0
14439,320,5,9443.04,105,Greece,1
14440,8,13,6638.7300000000005,63,United Kingdom,1
14441,1,11,4611.6900000000005,103,United Kingdom,1
14442,205,7,5367.0199999999995,128,Channel Islands,1
